B cells-B cells	B cells-Monocytes/Macrophage	B cells-CD8 T cells	B cells-CD4 T cells	B cells-Dendritic cells	B cells-T cells	B cells-NK cells	Monocytes/Macrophage-B cells	Monocytes/Macrophage-Monocytes/Macrophage	Monocytes/Macrophage-CD8 T cells	Monocytes/Macrophage-CD4 T cells	Monocytes/Macrophage-Dendritic cells	Monocytes/Macrophage-T cells	Monocytes/Macrophage-NK cells	CD8 T cells-B cells	CD8 T cells-Monocytes/Macrophage	CD8 T cells-CD8 T cells	CD8 T cells-CD4 T cells	CD8 T cells-Dendritic cells	CD8 T cells-T cells	CD8 T cells-NK cells	CD4 T cells-B cells	CD4 T cells-Monocytes/Macrophage	CD4 T cells-CD8 T cells	CD4 T cells-CD4 T cells	CD4 T cells-Dendritic cells	CD4 T cells-T cells	CD4 T cells-NK cells	Dendritic cells-B cells	Dendritic cells-Monocytes/Macrophage	Dendritic cells-CD8 T cells	Dendritic cells-CD4 T cells	Dendritic cells-Dendritic cells	Dendritic cells-T cells	Dendritic cells-NK cells	T cells-B cells	T cells-Monocytes/Macrophage	T cells-CD8 T cells	T cells-CD4 T cells	T cells-Dendritic cells	T cells-T cells	T cells-NK cells	NK cells-B cells	NK cells-Monocytes/Macrophage	NK cells-CD8 T cells	NK cells-CD4 T cells	NK cells-Dendritic cells	NK cells-T cells	NK cells-NK cells
PDGFB-INSR	0.0223401678798389	0.234236535828304	0.00480282178830302	0.0121519512471463	0.200071919938794	0.00653793878537891	0.00397469292091623	0.079894971110357	0.824024018188799	0.0173937015218922	0.0484630501442559	0.662935786957824	0.0250063524159246	0.0131611956443826	0.0225904159395249	0.238893233264876	0.00395267802894747	0.0122933591224344	0.198183244605921	0.00582968087286059	0.00299947329308021	0.042667337714954	0.395091990053983	0.0113156682579276	0.0243297860554426	0.335029716144588	0.0137629829643654	0.0103143033889771	0.109118795053928	1	0.0274001796120836	0.067045599592276	0.835658062053199	0.037329098585643	0.0218576703177552	0.0100425253263106	0.119692686400891	0.000534757010014789	0.00490146281893183	0.100418657162038	0.00155113501398749	0	0.0145559231571256	0.166406049534694	0.00178543380420383	0.00772042793117964	0.138634544608667	0.00321265285653335	0.00103353284285932
FGF18-FLT3	0.0317545746051909	0.190725357381227	0.0113611573211605	0.0212186812951004	0.364198818817395	0.0136597006711254	0.00709245804346468	0	0	0	0	0	0	0	0.0888523588640783	0.538930270068417	0.0283314554966021	0.0593315854919503	1	0.0352331807823911	0.0171523114045444	0.0572986123989842	0.323844070372151	0.0203451654003842	0.0380289011029214	0.61332673631795	0.0236219038750138	0.0131350323905683	0.0361419192714058	0.211250260659768	0.0109284872872104	0.0248865961226027	0.393905248194658	0.0143931532124964	0.00621216396202975	0.0277726571528282	0.164014098639398	0.0093619546476862	0.0190738311618977	0.308574853353427	0.0115978645072301	0.00565502939351532	0.0153134124411857	0.0938201803037125	0.00503696547868827	0.0105136975183715	0.175037055138889	0.00634046672802372	0.00300526241276908
IL19-PDGFRA	0	0	0	0	0	0	0	0.261486224094467	0.176177119201163	0	0	0.167221226108938	0	0	0	0	0	0	0	0	0	0.206875037765365	0.121089755035618	0	0	0.121213731874203	0	0	1	0.605331825282026	0	0	0.596590722403316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL19-IL13RA1	0	0	0	0	0	0	0	0.05407033658694	0.217915431078542	0.027808852517171	0.0334496989477123	0.28029471433163	0.0291226319195318	0.0099572288113102	0	0	0	0	0	0	0	0.0427777905400023	0.149777259881587	0.0282306951257836	0.0256341128952166	0.203177366530113	0.0252633237985314	0.0118039750918568	0.206780822868152	0.748741642785488	0.116210454928238	0.128556730655432	1	0.117965860993641	0.0427823709544043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDN1-HCAR2	0.358614742896882	0.249032206138567	0	0	0.188633401920137	0	0.0856551367294481	0.0837028391076237	0.0629591204102974	0	0	0.0448482046925108	0	0.0136940373590169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6757892515315	0	0	0.499848944386306	0	0.183808882678928	0	0	0	0	0	0	0	0.142488206518914	0.100931898359628	0	0	0.0746956244142101	0	0.0299036455811739
CCL22-CCR7	0.23242211023963	0.126369818883473	0.109084416626256	0.179325490045714	0.134588345988869	0.13147515857057	0.0618253305615464	0.121669893124211	0.0716539500013213	0.0441661984052363	0.0962583672701285	0.071767457154518	0.0601567975985916	0.0221685955485566	0.0517269257202881	0.02840168248648	0.0216364293635182	0.0398828472812005	0.0293931064832923	0.0269731046802541	0.0118923830580882	0.833003019536656	0.426188969512251	0.388000865801224	0.638364522322662	0.450186171030161	0.451594608811179	0.227421830023485	1	0.529114699385848	0.396659480550412	0.79507259472822	0.550273169588933	0.523692213596262	0.204705838378638	0.158277324087859	0.0846147806217627	0.0699901296797681	0.125513862956029	0.0887890848622254	0.0869181906068289	0.0383826241997707	0	0	0	0	0	0	0
CCL17-CCR10	0.0423006053249732	0.0392068149196353	0	0.0271431077174189	0.0382680614019057	0.0339840527473862	0.0193472331487329	0.211338027099057	0.212169872740894	0	0.139053336785775	0.194752008337078	0.148402615363256	0.0662088398932142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.901984104558702	0	0.661234014081017	0.859682728881949	0.743769628845266	0.351976367738967	0.0473787695551007	0.0431777859022078	0	0.0312467732778242	0.0415225983297168	0.036952011045037	0.0197552722133408	0.0416134613822986	0.0393433165702158	0	0.0274358384838226	0.0375188489564048	0.0321793148733092	0.0167234574089616
OXT-EDNRA	0.842230603508016	0.502654361659736	0.361167716479225	0	0.388430264941897	0	0	0.117185877901023	0.075753866104345	0.0388664435216592	0	0.0550518270863127	0	0	0.529322254132284	0.319021584515152	0.20229339757142	0	0.239552661604449	0	0	1	0.561601351021679	0.425577590018589	0	0.430425112328035	0	0	0.318429972444721	0.184942311115595	0.115404942765701	0	0.139554647530483	0	0	0.324016668255677	0.190137333858974	0.130911585522892	0	0.144763894986068	0	0	0.580940933835957	0.353665389831695	0.229029067050461	0	0.267017549623406	0	0
IL15-IL20RB	0.426219189635771	0.265023797058007	0.285957193740558	0	0	0	0.107083172149923	0.675372800808194	0.454869194764812	0.350455768500081	0	0	0	0.116224541510441	0.339853202323659	0.213405061869531	0.203209049220491	0	0	0	0.0737976971651468	0.418966659369026	0.245143873093786	0.278964112597023	0	0	0	0.108034946189934	1	0.605112015567039	0.567022892118742	0	0	0	0.193343444311818	0.381223251501038	0.233073482101798	0.24097957498986	0	0	0	0.0873161478551511	0.502131178944527	0.31848663129461	0.309717636587333	0	0	0	0.110847361893509
CCL7-CCR5	0	0	0	0	0	0	0	0.98620293172557	1	0.972127714774507	0.817353658382461	0.91552665124947	0.858377256369947	0.305905003076896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF22-NTRK1	0.080989535316241	0.435965841926802	0.0298228606269925	0.0557790409758337	0	0.0361706966849832	0.0184594858584736	0.0153454731696851	0.0894736032044528	0.00437041114527682	0.0108371029257791	0	0.0059902309933639	0.00239572532681908	0.183956427406256	1	0.0603696986957839	0.126608249392498	0	0.0757340077862426	0.0362383883459532	0.1133575045161	0.57420046448611	0.0414258581742586	0.0775443202348368	0	0.0485192582581673	0.0265178028404307	0.0657961239937375	0.344673401774963	0.0204763840973283	0.0466965337043538	0	0.0272043360160962	0.0115407019758615	0.0663030318523125	0.350928431024627	0.0230031125922458	0.0469336072041102	0	0.0287466385889747	0.0137768851826194	0.0679908901230165	0.373333041606891	0.0230171654155736	0.0481132030935433	0	0.0292275934854954	0.0136163706312647
FGF18-KDR	0.0657296178139969	0.353896167971813	0	0	0.243522444848083	0	0.0150163626464993	0	0	0	0	0	0	0	0.183917802792838	1	0	0	0.668652483934008	0	0.036315382720333	0.1186038843563	0.600901616327913	0	0	0.410102445702136	0	0.0278098803745529	0.0748110963635927	0.39198069285095	0	0	0.26338572264	0	0.0131525778935427	0.0574873435727322	0.304332689679087	0	0	0.206329342174341	0	0.0119729960514728	0.0316976297022319	0.174085935629116	0	0	0.117038961699112	0	0.00636283076494432
CX3CL1-CCR3	0.214344212821955	0.200090210197918	0.168428372253114	0.138614281305053	0.195276321550103	0	0	0.0992471838207066	0.100351381862026	0.0603174955196553	0.0658120146349354	0.0921022907092666	0	0	0	0	0	0	0	0	0	0.441187413302783	0.387549248041262	0.34405466336195	0.283385033414151	0.375125420840371	0	0	1	0.908443625765591	0.664103936583015	0.666405254864011	0.865737331614919	0	0	0	0	0	0	0	0	0	0.196311941483129	0.186931694030842	0.141817859963095	0.1304410665846	0.178242114698536	0	0
ANGPT2-FLT1	0.0805379322978636	0.441297186850197	0.0286608084129043	0.0551194645182602	0.313653994669886	0.035105454734908	0.0172862890559968	0.00707859612930201	0.0478000907675179	0.00106955872246973	0.00462180819863814	0.0315569336824506	0.0019553439746428	0	0.0928043165995141	0.512652092334572	0.0294036926678427	0.0635320981527695	0.354084535806861	0.0372895125427242	0.0171717144692217	0.195457576801898	1	0.0701914382310364	0.133431535614498	0.705390854447336	0.0825870396524012	0.0445682770764893	0.0283304407360259	0.15465827243266	0.00786576120399943	0.0197493764514275	0.107069672994471	0.0109010816441474	0.00387604119534929	0.0659970038223344	0.356561737445866	0.0219120910184714	0.0463845096091031	0.249601049637535	0.0277619825559682	0.0126325993045455	0.0375000016506999	0.212756620435728	0.0117573806422274	0.026183240723381	0.147522523566653	0.0153120096474012	0.00644059744366038
CXCL12-CCR1	0.0192685012300685	0.027945852298551	0.0152722842001241	0.0124938831388106	0.0217852043632126	0.0156765674104191	0.00935324773647103	0.636560210976115	1	0.390226869766646	0.423233242263634	0.733107408663543	0.452665970404392	0.211650860165116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362494086843996	0.511627941649614	0.24282285111203	0.242210311780723	0.389460082694099	0.273032169032282	0.13541184367813	0.0447357125827943	0.0637948167483372	0.0334074438488637	0.0298134526840427	0.0489980647565159	0.0353332115048643	0.019796837556262	0.153563033384397	0.227184266856667	0.11189829382024	0.102307528796766	0.173031897423203	0.120255261293154	0.0654969578227949
FGF23-NTRK2	0.229545212896578	0	0.0841504716530817	0.16009986291656	0.845934401801414	0.106499302533583	0	0.0402559627509364	0	0.0114140599967054	0.0287901359424019	0.151116915515498	0.0163246568131719	0	0	0	0	0	0	0	0	0.290747503802502	0	0.105780387783848	0.201417079940723	1	0.129279727474139	0	0	0	0	0	0	0	0	0.19736970587015	0	0.0681713090859783	0.141485399163716	0.704627851341104	0.0888965141928712	0	0.105065858939802	0	0.0354103851024432	0.0752931978967781	0.38588317811603	0.0469196218846978	0
CSF2-PRLR	0.408180620414725	0.255281398902776	0	0.248464394881073	0.256662384523485	0	0.102583379356479	0	0	0	0	0	0	0	0.356728983673005	0.225302838476859	0	0.216997674301657	0.220113684757318	0	0.0774865333299418	0.404534010539142	0.238073762849855	0	0.244581949408492	0.237399850883956	0	0.104346101393767	0.0491659011889155	0.0299236590262083	0	0.0308402566177637	0.0293779961238137	0	0.00950889050318477	0.518957107444085	0.319124292024782	0	0.324677098462434	0.31612014476174	0	0.118900325096798	1	0.637953368589249	0	0.625436451732693	0.626665271857819	0	0.220823131349405
NTF3-MET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284343805107143	0	0.0882888449336309	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL14-CCR4	0.270264744301505	0	0.211723118464862	0.179240947021558	0.245461123431011	0.22100905886083	0.124162877507372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.662081497443151	0.683423693736239	0.863061300243992	0.757060404385357	0.353544100653011	0	0	0	0	0	0	0	0.279136806229163	0	0.201037331626857	0.190211314398386	0.252659836703699	0.219711176127158	0.112678075717945
OSM-IL13RA1	0.0318987934148344	0.150603424614406	0.0172820020144636	0.014591966447916	0.210299786142022	0.0151551244997396	0	0.164205216449044	0.697326604809519	0.0787552437713489	0.0971095063137197	0.90029716182258	0.0830300369908792	0.0206693886892176	0.0497641045674962	0.21933309878788	0.024713624279731	0.0253451325011769	0.295363990438594	0.0232017214038293	0.00255959517756124	0.0782616619734592	0.303355448464698	0.047659072919653	0.0421966670795987	0.415692755168342	0.0414166415124055	0.0131023350701967	0.197476697193929	0.745794488455866	0.105843977119866	0.118335069442884	1	0.107619973356451	0.0315546127571996	0.078457045753496	0.318215429966002	0.0447741799754391	0.0441937365212417	0.432895966193935	0.042221990428792	0.0103750120061635	0.0914200626673711	0.379766745153549	0.0513299648645076	0.0522117263561953	0.511430891189735	0.0494516676910314	0.0126373645852531
IL22-IL2RB	0.400408892979028	0.184144101288653	0.751287467181596	0.506222045696924	0.187095285798721	0.402697708280726	0.811765047819259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480592290152882	0.207979535072108	0.894911470358597	0.603492281751441	0.209580797283494	0.463220907050437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131389386970218	0.0616362955302249	0.226643587604413	0.170674655225923	0.0611850333724807	0.127189158706061	0.234049039702763
WNT10B-FZD2	0.0923672954781913	0.0546009076287392	0.0443572368022515	0.143671596349927	0.0248277094946864	0.033255401837944	0.0330554544492865	0	0	0	0	0	0	0	0.643342746796478	0.384048011208819	0.275341906763834	1	0.169691324966671	0.213517948486653	0.198989668369563	0.32058069206808	0.178323550691171	0.15278631779949	0.495276397939479	0.0804213479439078	0.110615820242925	0.117749435527503	0	0	0	0	0	0	0	0.422359258455717	0.245485171394833	0.191100182088351	0.675216612628172	0.109979391071523	0.147622210915696	0.137795133805382	0.233586243309445	0.140848115899369	0.103127440443404	0.373311492152915	0.0625736479165663	0.0809479023644049	0.0734500524912043
OSM-IL10RA	0.0191214429424399	0.0316740108428965	0.0721368823589175	0.0916617182225098	0	0.0422651384825076	0.023353246548024	0.498032007195074	0.605817078907457	0.519096514231059	0.814156401862784	0.431348271237416	0.499395538517982	0.309094050528063	0.0837886453991029	0.103850694448947	0.126170719797215	0.185812674715114	0.0531774449595877	0.0964581227043425	0.058737978767091	0.186941470364999	0.192087029356542	0.293002482433061	0.333358810529272	0.128400346488912	0.219133694727137	0.204484474629621	0.618465038726232	0.656715779433341	0.716053270362756	1	0.493676982042838	0.665006174835313	0.459575166513394	0.187648702517432	0.20769228569028	0.272027003485069	0.350844451240253	0.139154844400302	0.224557635013821	0.166781013886407	0.234571033287686	0.272330593019	0.319692802732151	0.421047162550559	0.188250544358996	0.273248751329386	0.19805656124561
WNT7B-FZD7	0.274623895336599	0.155486074501887	0	0.427176805533343	0.0680992642263121	0.0988780060335718	0.0979917016715162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62569005394384	0.361355419924938	0	1	0.154628353913551	0.216837800357534	0.196168906696665
COL4A2-ITGAV	0.24208103824756	0.300267197117654	0.109433862703624	0.380377900117847	0.12375964588487	0.112995749599988	0.124947998523876	0.0678670516948503	0.098399718990601	0.00934736253242173	0.120932759332356	0.0266531217927494	0.0154228569485946	0.0087748648785364	0.0345376808668381	0.0489038882639934	0	0.066814613310519	0.00619971933043089	0.00175738088611541	0.00226544054770189	0.174229002069311	0.203288469257564	0.0740223385607169	0.275815159345737	0.0779150168984672	0.0730520372942944	0.0894718410313387	0.632135819680646	0.752552036387573	0.256260248518393	1	0.324934691802896	0.291505134434051	0.259893076929432	0.11088631128462	0.138049310728681	0.0383580756429181	0.18807193628488	0.0474092733753752	0.0421812257979534	0.0434751964517221	0.0502044811894071	0.069101699544314	0.00826003414152096	0.0938240216428374	0.0155402193300092	0.0110013627392819	0.0105953625993602
PDGFA-FGFR4	0	0	0	0	0.237978457628148	0	0	0	0	0	0	0.0607342949061145	0	0	0	0	0	0	0.501851794658449	0	0	0	0	0	0	1	0	0	0	0	0	0	0.247170432494144	0	0	0	0	0	0	0.554116512440689	0	0	0	0	0	0	0.0400447500023974	0	0
FGF2-ERBB3	1	0	0	0.685555631467383	0	0.448667774276836	0.228283368989187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422350776439198	0	0	0.287589867223412	0	0.18160762706868	0.0989564569234764	0.17329654268916	0	0	0.122426321028743	0	0.0719821193367312	0.0304442580123573	0.944570147474331	0	0	0.665557112747353	0	0.411419438884106	0.196578241886102	0	0	0	0	0	0	0
KITLG-CSF1R	0.0101200772568429	0.475788601233311	0.00372185684509847	0.0069358134574863	0.267470194110254	0.00450164630201354	0.00906813148857594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021856765409027	1	0.00679351115936575	0.0154362450654373	0.548941137362988	0.00900084505494567	0.0150716601961291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XCL1-XCR1	0.370672795568788	0.346008636022579	0.291201110053103	0.239625342444426	0.349576965117186	0	0	0.0277830479136851	0.0280909999924478	0.0168812196096556	0.0184167375423873	0.0266898663036771	0	0	0.667245960007269	0.628989875713496	0.467166740074024	0.431055198861974	0.617499842824633	0	0	0.159511489694874	0.140112829183107	0.124364128059977	0.102421606789365	0.140397580522571	0	0	0.0388953704528669	0.0353327988563934	0.0258245516509163	0.0259108788090558	0.034857667933116	0	0	0.323040079731636	0.296492863366928	0.239106590641904	0.214638118352654	0.295134084036168	0	0	1	0.952178498776114	0.722242487084783	0.664222282896426	0.93989183933897	0	0
CNTF-LEPR	0.774796097947944	0.48291600789863	0.519777312737806	0.472460892501962	0.48728919987872	0.481957464124719	0.194996133525294	1	0.675111123425975	0.518861579889918	0.625272342673301	0.640639595502992	0.543696584491638	0.172387043562886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSM-IL2RB	0.0756023813013657	0	0.198263381966332	0.112592805197693	0.00103168238748868	0.0764025110211174	0.219405284334327	0.500090267888908	0.216804420593115	0.754770267535158	0.667378970625864	0.204290560263523	0.431815152043613	0.7194689168904	0.132920899937921	0.0272549211859207	0.265540604435321	0.184889043919822	0.0260898280009927	0.118536815905846	0.281330698849948	0.224351592709628	0.0605741904220514	0.473261879507856	0.298186147366519	0.0615361797658159	0.213915397243214	0.536395852787245	0.606837470489819	0.236024478955321	1	0.810083767650024	0.23366094299724	0.560575159320292	0.982819941464312	0.224978456061832	0.066466952602475	0.447145430436677	0.311612947285963	0.0666038879806156	0.218132436717922	0.470412523572198	0.266568603594931	0.0908752778928312	0.506493844914364	0.365519908669083	0.0897386436932447	0.255989114468309	0.525146616865065
EFNA3-TEK	0.199502058299294	0	0	0	0.739499051134907	0	0.0454801223000822	0.0726469667828253	0	0	0	0.274297685131325	0	0.0113437794834627	0.151288352308526	0	0	0	0.550293695798504	0	0.0298086941311811	0.2890641285798	0	0	0	1	0	0.0676339903939979	0.063140639009012	0	0	0	0.222406530397426	0	0.0110770582145498	0.1006822357192	0	0	0	0.361538003739818	0	0.0209244500041741	0.108828914270098	0	0	0	0.402031721345223	0	0.0217990959698405
ANGPT2-PDGFRB	0.0820883323441925	0.442024950147999	0.0303362766016875	0	0.305718636768548	0	0.0275372724083686	0.00840809780097346	0.0490404212791967	0.00240325700215325	0	0.0318972066684567	0	0.00193198294791616	0.0943916026905104	0.513286909113926	0.0310883628857884	0	0.344963103035213	0	0.027367558975388	0.197353549841548	1	0.0723813419650395	0	0.685963460276147	0	0.0679486758078139	0.0297238484838607	0.155759410048124	0.00928364332930051	0	0.105194695826324	0	0.00767336309295814	0.0675036780792158	0.3573998766871	0.0235039635544185	0	0.243544756085466	0	0.0206440015184135	0.0389209830359785	0.213782079453654	0.0132234678483631	0	0.144460817056114	0	0.0114721081482386
CCL7-CXCR6	0	0	0	0	0	0	0	0.314550040813802	0.242256141828717	1	0.539411258729877	0.224788777838891	0.788741878632141	0.176276490634214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3LG-EGFR	0	0	0	0	0.368173796754476	0	0.022678980920337	0	0	0	0	0.0399101177335299	0	0.00165312349610445	0	0	0	0	0.396512425877992	0	0.0215125489558833	0	0	0	0	1	0	0.0677410100948739	0	0	0	0	0.0539213970309914	0	0.00268982914785724	0	0	0	0	0.820362858429631	0	0.0475546228947275	0	0	0	0	0.218423485842974	0	0.0118621702374232
IL24-IL10RB	0.435930959060552	0.981525151099029	0.419324585126166	0.329459802692523	0.807439078060364	0.346000394991657	0.268297634295292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466658966274274	0.988719366321493	0.445484987550653	0.350301435020586	0.806691023839975	0.354972252116306	0.294778165760129	0.207975504794962	0.455700820556731	0.169074209461559	0.161971687110354	0.366060240225514	0.152820255744885	0.0985036990519764	0.440389178035304	0.974949157686144	0.399118700348768	0.342081643293072	0.790204601295751	0.339329200796759	0.247094299407902	0.435405724784866	1	0.385041435790816	0.338103964981498	0.803733316070229	0.332634569061933	0.235457868944304
FGF23-CSF1R	0.0178456484583848	0.839001116555217	0.00656308713702256	0.012230547810447	0.471654408958195	0.00793816048542527	0.0159906572462293	0.00312963947512474	0.159373313833065	0.000890208561805933	0.00219937186514851	0.0842558942150454	0.00121679431291661	0.00192085392019451	0	0	0	0	0	0	0	0.0226037288146369	1	0.00825005360962833	0.0153869040308893	0.557554354041884	0.00963614971917913	0.0207879008267703	0	0	0	0	0	0	0	0.0153442118999033	0.709310523291101	0.00531683581787493	0.0108085285485464	0.39286832649441	0.00662609781914179	0.0125344570277515	0.0081681876958276	0.391722086772633	0.00276173666549318	0.00575189160004423	0.215150846110113	0.00349725753667498	0.00643101664187219
CSF1-ERBB2	0.0405099707443528	0.226542631708768	0.0138706469116573	0.0272795112275383	0.155091419687242	0.0168864952689048	0.0091880859363862	0.0087354574191752	0.0601763990118677	0.00115491776391611	0.00560195130203581	0.0382170352918683	0.00221456413693842	0	0.182302923835122	1	0.0591583929042485	0.124758777112085	0.667159590555226	0.0733290256156535	0.0397377675634785	0.176636782610797	0.90296539528959	0.0640018697909371	0.120116561872355	0.614855273122149	0.0739063029934537	0.0460249426935989	0.0098229299021881	0.0595714711735014	0.0017806638612271	0.00641032365596378	0.0393495725556754	0.00290456532290765	0.00045438208164142	0.0971471793631755	0.522642879461098	0.0328070444922934	0.0681453688686283	0.353266627145737	0.0406983480906266	0.0217133270764145	0.0343984668913567	0.197547808438276	0.0105082996083186	0.0237606478997017	0.132015341557558	0.0135760085239682	0.00643723734330766
IFNL1-GHR	0.337795828508481	0	0	0	0.212045116207665	0	0	0.0401822820583938	0	0	0	0.0256934844880021	0	0	0.486550233777808	0	0	0	0.299709481250963	0	0	0.130068356979719	0	0	0	0.076201093732199	0	0	0.145908969075667	0	0	0	0.0870370781059417	0	0	0.658485097293614	0	0	0	0.400433872682906	0	0	1	0	0	0	0.625604374440057	0	0
CCL13-CCR2	0	0	0	0	0	0	0	0.99045827194347	1	0.583394255079909	0.645546895217672	0.917873501087252	0.691854591241463	0.301548326750665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3670904338995	0.332988857190088	0.236270760007791	0.240445193679029	0.317361047968358	0.271597798667282	0.125565110341591	0	0	0	0	0	0	0	0.114525309517401	0.108892094011403	0.0801837826283718	0.074795198191816	0.103838759490983	0.0880966033028437	0.0447276531187617
PDGFD-CSF1R	0.00557019031908472	0.270248488574783	0.00193354750718838	0.00376030736540343	0.151843746459435	0.00237676695584592	0.00497228171786635	0.000457578238482623	0.0323825216969106	0	0.000267498601839791	0.0170339363291958	6.67305840148832e-05	0.000210589612203231	0.0154400455470427	0.741515319777951	0.00493839428666784	0.0105173581952278	0.404976960135715	0.00622386333573382	0.0119166231566434	0.00153134738734107	0.0756127612160375	0.000443415517562866	0.000984350637818375	0.0420777458274716	0.000548474194913298	0.00139371733024281	0.000571190993182732	0.0342735903404573	5.21792654127142e-05	0.000349968852104952	0.0187321385569903	0.000128234024890469	0.000337406903683833	0.00428976293448623	0.206527558180201	0.0013675541793326	0.00296796015263042	0.114309000661783	0.00174910333552203	0.00347093553436974	0.0206738951972204	1	0.00686963289904436	0.0145043793893266	0.549161602177864	0.00874763437813082	0.0162383857010554
IL22-IL27RA	0.775189674044655	0.806338250153461	0.755995061644609	0.792736341314617	0.89271196704936	0.736081114294578	0.581453920713592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930424341927639	0.910709890809346	0.900519018024141	0.945060112482087	1	0.846709962373406	0.71628351365413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254369215679995	0.269895708502098	0.22806374452795	0.2672740211317	0.291940073544608	0.23248589634705	0.16764546852567
WNT2B-FZD2	0.304343310314594	0.169510935133049	0.13293930234627	0.487508318605558	0.0632155955531136	0.0933038788295147	0.0925900329242216	0.31959122601579	0.195483939770199	0.10272262412837	0.524853178296652	0.0690413902903097	0.083148260834365	0.0591488743713812	0.273482833705584	0.153010747662603	0.102504318604516	0.439190954228773	0.0534175295807723	0.073780013021504	0.0670299638608226	0.517509675134385	0.276583987624823	0.233334310793354	0.813373085819133	0.110777510162361	0.161914654682615	0.173996095025297	0.343431339393955	0.186764593467756	0.124280802233069	0.565798219197132	0.0687919620771722	0.097521048208773	0.0761596240892255	0.615996004613008	0.347384651250975	0.264792419551342	1	0.141597632666996	0.198764224736675	0.183840249574129	0.0694819862831511	0.0318027189646904	0.0164769036433022	0.12625200255738	0	0.00746541324967816	0.00441905575275813
CCL7-CXCR3	0	0	0	0	0	0	0	0.65654551504762	0.403604629788803	0.818642942458579	1	0.43402303859735	0.685117069557487	0.205074871303157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7-CSF1R	0.0212701128833483	1	0.00782250107600497	0.0145775107674032	0.562161837036308	0.00946144209916893	0.0190591608648674	0.00756594988825094	0.38528735196804	0.00215209241264033	0.00531701413201256	0.203689874980056	0.00294161831386948	0.00464369286569749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106383343050512	0.486729582624218	0.00330660285115106	0.00751327711798544	0.267185890673951	0.00438097755685896	0.00733582287671596	0	0	0	0	0	0	0	0.0186273891606332	0.893314407656967	0.00629808539458625	0.0131170740969298	0.490647214287173	0.00797542607448638	0.014665805212563
PDGFA-IL4R	0.214110238730946	0.154430752706664	0.152327589207545	0.160375892112917	0.145220712314867	0.14518287401213	0.0589789432796242	0.0459438400408607	0.0344230641227168	0.0212345268094394	0.0335668100353384	0.0294096671403823	0.0237689327834912	0.00161062719169226	0.471930658759964	0.347168896634039	0.30114671337513	0.356205748352942	0.317635117877456	0.29768790601433	0.118355489086449	1	0.687544818699242	0.716287652334781	0.752876929241064	0.643124338094395	0.660525426182289	0.309749377799768	0.23497254707474	0.16491248087325	0.139925295860204	0.181928384832667	0.151226733613961	0.147026583914081	0.047975202352639	0.52904404832922	0.37896859264894	0.357948418051557	0.411293423259009	0.351784798742282	0.352459996907058	0.141472208552969	0.0276116113195182	0.0180927878430355	0.01496588372667	0.0193306084564772	0.0158911524390456	0.0149902344001421	0
